Date	Arkengarthdale	East Cowton	Malham Tarn	Snaizeholme	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1	Skelton Tomorrow	Skelton - 1	Average Rainfall	Average River flow	Average Rainfall -1 day	Skelton + average Rain	Arkengarthdale_lag1	East Cowton_lag1	Malham Tarn_lag1	Snaizeholme_lag1	Predictor_1_lag1	Skelton_lag1	Arkengarthdale_lag2	East Cowton_lag2	Malham Tarn_lag2	Snaizeholme_lag2	Predictor_1_lag2	Skelton_lag2	Arkengarthdale_lag3	East Cowton_lag3	Malham Tarn_lag3	Snaizeholme_lag3	Predictor_1_lag3	Skelton_lag3	Arkengarthdale_lag4	East Cowton_lag4	Malham Tarn_lag4	Snaizeholme_lag4	Predictor_1_lag4	Skelton_lag4	Arkengarthdale_lag5	East Cowton_lag5	Malham Tarn_lag5	Snaizeholme_lag5	Predictor_1_lag5	Skelton_lag5	Arkengarthdale_lag6	East Cowton_lag6	Malham Tarn_lag6	Snaizeholme_lag6	Predictor_1_lag6	Skelton_lag6
1993-01-01	0.0	0.0	0.0	4.0	10.4	4.393	9.291	26.1	24.86	24.084	24.86		1.0	12.546		27.1																																				
1993-01-02	0.0	0.0	0.4	2.0	10.175	4.316	8.956	24.86	23.6	23.447	23.6	26.1	0.6	12.077	1.0	25.46	0.0	0.0	0.0	4.0	24.084	26.1																														
1993-01-03	0.0	0.0	0.533	1.333	9.937	4.252	8.657	23.6	23.47	22.845	23.47	24.86	0.466	11.612	0.6	24.066	0.0	0.0	0.4	2.0	23.447	24.86	0.0	0.0	0.0	4.0	24.084	26.1																								
1993-01-04	0.6	0.7	0.6	1.029	9.805	4.28	8.474	23.47	60.7	22.559	60.7	23.6	0.732	11.507	0.466	24.202	0.0	0.0	0.533	1.333	22.845	23.6	0.0	0.0	0.4	2.0	23.447	24.86	0.0	0.0	0.0	4.0	24.084	26.1																		
1993-01-05	3.4	2.1	9.0	0.131	13.78	6.172	11.444	60.7	98.01	31.396	98.01	23.47	3.658	23.024	0.732	64.358	0.6	0.7	0.6	1.029	22.559	23.47	0.0	0.0	0.533	1.333	22.845	23.6	0.0	0.0	0.4	2.0	23.447	24.86	0.0	0.0	0.0	4.0	24.084	26.1												
1993-01-06	3.4	2.1	9.2	0.331	19.318	7.672	17.892	98.01	56.99	44.881	56.99	60.7	3.758	35.723	3.658	101.768	3.4	2.1	9.0	0.131	31.396	60.7	0.6	0.7	0.6	1.029	22.559	23.47	0.0	0.0	0.533	1.333	22.845	23.6	0.0	0.0	0.4	2.0	23.447	24.86	0.0	0.0	0.0	4.0	24.084	26.1						
1993-01-07	4.8	3.1	13.4	0.692	21.778	8.454	21.444	56.99	56.66	51.675	56.66	98.01	5.498	27.166	3.758	62.488	3.4	2.1	9.2	0.331	44.881	98.01	3.4	2.1	9.0	0.131	31.396	60.7	0.6	0.7	0.6	1.029	22.559	23.47	0.0	0.0	0.533	1.333	22.845	23.6	0.0	0.0	0.4	2.0	23.447	24.86	0.0	0.0	0.0	4.0	24.084	26.1
1993-01-08	4.6	2.4	13.6	1.264	24.925	9.18	26.859	56.66	78.1	60.964	78.1	56.99	5.466	29.406	5.498	62.126	4.8	3.1	13.4	0.692	51.675	56.99	3.4	2.1	9.2	0.331	44.881	98.01	3.4	2.1	9.0	0.131	31.396	60.7	0.6	0.7	0.6	1.029	22.559	23.47	0.0	0.0	0.533	1.333	22.845	23.6	0.0	0.0	0.4	2.0	23.447	24.86
1993-01-09	5.4	1.2	6.274	2.055	27.225	8.228	29.974	78.1	83.845	65.427	83.845	56.66	3.732	35.882	5.466	81.832	4.6	2.4	13.6	1.264	60.964	56.66	4.8	3.1	13.4	0.692	51.675	56.99	3.4	2.1	9.2	0.331	44.881	98.01	3.4	2.1	9.0	0.131	31.396	60.7	0.6	0.7	0.6	1.029	22.559	23.47	0.0	0.0	0.533	1.333	22.845	23.6
1993-01-10	8.658	1.8	8.2	3.109	27.848	8.987	30.596	83.845	88.424	67.431	88.424	78.1	5.442	37.819	3.732	89.287	5.4	1.2	6.274	2.055	65.427	78.1	4.6	2.4	13.6	1.264	60.964	56.66	4.8	3.1	13.4	0.692	51.675	56.99	3.4	2.1	9.2	0.331	44.881	98.01	3.4	2.1	9.0	0.131	31.396	60.7	0.6	0.7	0.6	1.029	22.559	23.47
1993-01-11	9.858	1.576	6.8	4.421	31.25	10.615	34.842	88.424	92.032	76.706	92.032	83.845	5.664	41.283	5.442	94.088	8.658	1.8	8.2	3.109	67.431	83.845	5.4	1.2	6.274	2.055	65.427	78.1	4.6	2.4	13.6	1.264	60.964	56.66	4.8	3.1	13.4	0.692	51.675	56.99	3.4	2.1	9.2	0.331	44.881	98.01	3.4	2.1	9.0	0.131	31.396	60.7
1993-01-12	11.258	2.576	6.6	5.963	33.75	12.314	37.573	92.032	94.862	83.638	94.862	88.424	6.599	43.917	5.664	98.631	9.858	1.576	6.8	4.421	76.706	88.424	8.658	1.8	8.2	3.109	67.431	83.845	5.4	1.2	6.274	2.055	65.427	78.1	4.6	2.4	13.6	1.264	60.964	56.66	4.8	3.1	13.4	0.692	51.675	56.99	3.4	2.1	9.2	0.331	44.881	98.01
1993-01-13	9.172	4.576	6.626	7.723	32.89	13.836	39.447	94.862	97.107	86.174	97.107	92.032	7.024	45.259	6.599	101.886	11.258	2.576	6.6	5.963	83.638	92.032	9.858	1.576	6.8	4.421	76.706	88.424	8.658	1.8	8.2	3.109	67.431	83.845	5.4	1.2	6.274	2.055	65.427	78.1	4.6	2.4	13.6	1.264	60.964	56.66	4.8	3.1	13.4	0.692	51.675	56.99
1993-01-14	7.314	4.376	6.3	9.669	32.302	14.103	40.627	97.107	98.96	87.032	98.96	94.862	6.915	46.035	7.024	104.022	9.172	4.576	6.626	7.723	86.174	94.862	11.258	2.576	6.6	5.963	83.638	92.032	9.858	1.576	6.8	4.421	76.706	88.424	8.658	1.8	8.2	3.109	67.431	83.845	5.4	1.2	6.274	2.055	65.427	78.1	4.6	2.4	13.6	1.264	60.964	56.66
1993-01-15	6.514	6.6	5.253	12.015	32.21	14.27	41.318	98.96	100.614	87.799	100.614	97.107	7.596	46.689	6.915	106.556	7.314	4.376	6.3	9.669	87.032	97.107	9.172	4.576	6.626	7.723	86.174	94.862	11.258	2.576	6.6	5.963	83.638	92.032	9.858	1.576	6.8	4.421	76.706	88.424	8.658	1.8	8.2	3.109	67.431	83.845	5.4	1.2	6.274	2.055	65.427	78.1
1993-01-16	6.914	6.2	6.853	14.828	32.447	14.396	41.767	100.614	102.263	88.61	102.263	98.96	8.699	47.306	7.596	109.313	6.514	6.6	5.253	12.015	87.799	98.96	7.314	4.376	6.3	9.669	87.032	97.107	9.172	4.576	6.626	7.723	86.174	94.862	11.258	2.576	6.6	5.963	83.638	92.032	9.858	1.576	6.8	4.421	76.706	88.424	8.658	1.8	8.2	3.109	67.431	83.845
1993-01-17	7.0	4.2	5.753	17.574	32.8	14.536	42.119	102.263	104.1	89.455	104.1	100.614	8.632	47.93	8.699	110.895	6.914	6.2	6.853	14.828	88.61	100.614	6.514	6.6	5.253	12.015	87.799	98.96	7.314	4.376	6.3	9.669	87.032	97.107	9.172	4.576	6.626	7.723	86.174	94.862	11.258	2.576	6.6	5.963	83.638	92.032	9.858	1.576	6.8	4.421	76.706	88.424
1993-01-18	7.3	4.4	14.753	19.74	33.265	14.748	42.388	104.1	106.156	90.4	106.156	102.263	11.548	48.625	8.632	115.648	7.0	4.2	5.753	17.574	89.455	102.263	6.914	6.2	6.853	14.828	88.61	100.614	6.514	6.6	5.253	12.015	87.799	98.96	7.314	4.376	6.3	9.669	87.032	97.107	9.172	4.576	6.626	7.723	86.174	94.862	11.258	2.576	6.6	5.963	83.638	92.032
1993-01-19	7.3	1.4	21.4	20.985	34.282	15.253	42.593	106.156	108.266	92.128	108.266	104.1	12.771	49.571	11.548	118.927	7.3	4.4	14.753	19.74	90.4	104.1	7.0	4.2	5.753	17.574	89.455	102.263	6.914	6.2	6.853	14.828	88.61	100.614	6.514	6.6	5.253	12.015	87.799	98.96	7.314	4.376	6.3	9.669	87.032	97.107	9.172	4.576	6.626	7.723	86.174	94.862
1993-01-20	6.7	0.8	24.4	21.133	36.181	16.258	42.753	108.266	110.33	95.193	110.33	106.156	13.258	50.864	12.771	121.524	7.3	1.4	21.4	20.985	92.128	106.156	7.3	4.4	14.753	19.74	90.4	104.1	7.0	4.2	5.753	17.574	89.455	102.263	6.914	6.2	6.853	14.828	88.61	100.614	6.514	6.6	5.253	12.015	87.799	98.96	7.314	4.376	6.3	9.669	87.032	97.107
1993-01-21	6.5	1.6	27.01	20.611	38.464	17.23	42.885	110.33	112.245	98.579	112.245	108.266	13.93	52.227	13.258	124.26	6.7	0.8	24.4	21.133	95.193	108.266	7.3	1.4	21.4	20.985	92.128	106.156	7.3	4.4	14.753	19.74	90.4	104.1	7.0	4.2	5.753	17.574	89.455	102.263	6.914	6.2	6.853	14.828	88.61	100.614	6.514	6.6	5.253	12.015	87.799	98.96
1993-01-22	6.0	1.6	17.61	19.846	40.494	18.103	42.999	112.245	113.911	101.597	113.911	110.33	11.264	53.46	13.93	123.509	6.5	1.6	27.01	20.611	98.579	110.33	6.7	0.8	24.4	21.133	95.193	108.266	7.3	1.4	21.4	20.985	92.128	106.156	7.3	4.4	14.753	19.74	90.4	104.1	7.0	4.2	5.753	17.574	89.455	102.263	6.914	6.2	6.853	14.828	88.61	100.614
1993-01-23	5.218	1.919	10.71	18.008	41.693	18.656	43.101	113.911	115.226	103.45	115.226	112.245	8.964	54.34	11.264	122.875	6.0	1.6	17.61	19.846	101.597	112.245	6.5	1.6	27.01	20.611	98.579	110.33	6.7	0.8	24.4	21.133	95.193	108.266	7.3	1.4	21.4	20.985	92.128	106.156	7.3	4.4	14.753	19.74	90.4	104.1	7.0	4.2	5.753	17.574	89.455	102.263
1993-01-24	4.455	2.012	7.71	14.475	41.535	18.669	43.186	115.226	116.09	103.391	116.09	113.911	7.163	54.654	8.964	122.389	5.218	1.919	10.71	18.008	103.45	113.911	6.0	1.6	17.61	19.846	101.597	112.245	6.5	1.6	27.01	20.611	98.579	110.33	6.7	0.8	24.4	21.133	95.193	108.266	7.3	1.4	21.4	20.985	92.128	106.156	7.3	4.4	14.753	19.74	90.4	104.1
1993-01-25	3.655	1.012	5.1	10.196	40.309	18.645	43.254	116.09	116.4	102.208	116.4	115.226	4.991	54.574	7.163	121.081	4.455	2.012	7.71	14.475	103.391	115.226	5.218	1.919	10.71	18.008	103.45	113.911	6.0	1.6	17.61	19.846	101.597	112.245	6.5	1.6	27.01	20.611	98.579	110.33	6.7	0.8	24.4	21.133	95.193	108.266	7.3	1.4	21.4	20.985	92.128	106.156
1993-01-26	2.655	0.412	3.5	7.996	38.603	18.604	43.3	116.4	92.52	100.507	92.52	116.09	3.641	54.227	4.991	120.041	3.655	1.012	5.1	10.196	102.208	116.09	4.455	2.012	7.71	14.475	103.391	115.226	5.218	1.919	10.71	18.008	103.45	113.911	6.0	1.6	17.61	19.846	101.597	112.245	6.5	1.6	27.01	20.611	98.579	110.33	6.7	0.8	24.4	21.133	95.193	108.266
1993-01-27	2.437	1.893	2.0	7.569	36.553	17.965	42.408	92.52	104.3	96.926	104.3	116.4	3.475	47.362	3.641	95.995	2.655	0.412	3.5	7.996	100.507	116.4	3.655	1.012	5.1	10.196	102.208	116.09	4.455	2.012	7.71	14.475	103.391	115.226	5.218	1.919	10.71	18.008	103.45	113.911	6.0	1.6	17.61	19.846	101.597	112.245	6.5	1.6	27.01	20.611	98.579	110.33
1993-01-28	1.8	3.4	2.0	8.136	35.649	17.82	42.002	104.3	106.0	95.47	106.0	92.52	3.834	49.943	3.475	108.134	2.437	1.893	2.0	7.569	96.926	92.52	2.655	0.412	3.5	7.996	100.507	116.4	3.655	1.012	5.1	10.196	102.208	116.09	4.455	2.012	7.71	14.475	103.391	115.226	5.218	1.919	10.71	18.008	103.45	113.911	6.0	1.6	17.61	19.846	101.597	112.245
1993-01-29	1.4	3.4	3.2	8.536	34.7	17.744	42.088	106.0	80.07	94.532	80.07	104.3	4.134	50.133	3.834	110.134	1.8	3.4	2.0	8.136	95.47	104.3	2.437	1.893	2.0	7.569	96.926	92.52	2.655	0.412	3.5	7.996	100.507	116.4	3.655	1.012	5.1	10.196	102.208	116.09	4.455	2.012	7.71	14.475	103.391	115.226	5.218	1.919	10.71	18.008	103.45	113.911
1993-01-30	1.2	3.4	3.2	6.736	32.3	16.914	39.172	80.07	64.14	88.386	64.14	106.0	3.634	42.114	4.134	83.704	1.4	3.4	3.2	8.536	94.532	106.0	1.8	3.4	2.0	8.136	95.47	104.3	2.437	1.893	2.0	7.569	96.926	92.52	2.655	0.412	3.5	7.996	100.507	116.4	3.655	1.012	5.1	10.196	102.208	116.09	4.455	2.012	7.71	14.475	103.391	115.226
1993-01-31	0.4	3.4	4.8	4.736	29.525	15.841	35.849	64.14	56.13	81.215	56.13	80.07	3.334	36.339	3.634	67.474	1.2	3.4	3.2	6.736	88.386	80.07	1.4	3.4	3.2	8.536	94.532	106.0	1.8	3.4	2.0	8.136	95.47	104.3	2.437	1.893	2.0	7.569	96.926	92.52	2.655	0.412	3.5	7.996	100.507	116.4	3.655	1.012	5.1	10.196	102.208	116.09
1993-02-01	0.2	1.8	3.2	3.8	25.5	13.982	30.902	56.13	50.29	70.385	50.29	64.14	2.25	31.629	3.334	58.38	0.4	3.4	4.8	4.736	81.215	64.14	1.2	3.4	3.2	6.736	88.386	80.07	1.4	3.4	3.2	8.536	94.532	106.0	1.8	3.4	2.0	8.136	95.47	104.3	2.437	1.893	2.0	7.569	96.926	92.52	2.655	0.412	3.5	7.996	100.507	116.4
1993-02-02	0.0	1.8	2.2	2.8	21.625	11.812	24.746	50.29	43.38	58.183	43.38	56.13	1.7	27.118	2.25	51.99	0.2	1.8	3.2	3.8	70.385	56.13	0.4	3.4	4.8	4.736	81.215	64.14	1.2	3.4	3.2	6.736	88.386	80.07	1.4	3.4	3.2	8.536	94.532	106.0	1.8	3.4	2.0	8.136	95.47	104.3	2.437	1.893	2.0	7.569	96.926	92.52
1993-02-03	0.0	1.8	2.2	2.2	19.4	9.612	21.12	43.38	40.47	50.132	40.47	50.29	1.55	23.378	1.7	44.93	0.0	1.8	2.2	2.8	58.183	50.29	0.2	1.8	3.2	3.8	70.385	56.13	0.4	3.4	4.8	4.736	81.215	64.14	1.2	3.4	3.2	6.736	88.386	80.07	1.4	3.4	3.2	8.536	94.532	106.0	1.8	3.4	2.0	8.136	95.47	104.3
1993-02-04	0.0	0.0	0.6	1.2	17.825	8.434	18.406	40.47	37.36	44.665	37.36	43.38	0.45	21.284	1.55	40.92	0.0	1.8	2.2	2.2	50.132	43.38	0.0	1.8	2.2	2.8	58.183	50.29	0.2	1.8	3.2	3.8	70.385	56.13	0.4	3.4	4.8	4.736	81.215	64.14	1.2	3.4	3.2	6.736	88.386	80.07	1.4	3.4	3.2	8.536	94.532	106.0
1993-02-05	1.2	2.4	0.4	0.6	16.5	7.332	16.591	37.36	37.74	40.422	37.74	40.47	1.15	19.446	0.45	38.51	0.0	0.0	0.6	1.2	44.665	40.47	0.0	1.8	2.2	2.2	50.132	43.38	0.0	1.8	2.2	2.8	58.183	50.29	0.2	1.8	3.2	3.8	70.385	56.13	0.4	3.4	4.8	4.736	81.215	64.14	1.2	3.4	3.2	6.736	88.386	80.07
1993-02-06	1.4	4.2	1.4	1.0	15.775	6.59	15.559	37.74	38.31	37.924	38.31	37.36	2.0	18.916	1.15	39.74	1.2	2.4	0.4	0.6	40.422	37.36	0.0	0.0	0.6	1.2	44.665	40.47	0.0	1.8	2.2	2.2	50.132	43.38	0.0	1.8	2.2	2.8	58.183	50.29	0.2	1.8	3.2	3.8	70.385	56.13	0.4	3.4	4.8	4.736	81.215	64.14
1993-02-07	1.4	4.2	1.8	1.0	15.5	6.576	14.788	38.31	36.22	36.864	36.22	37.74	2.1	18.794	2.0	40.41	1.4	4.2	1.4	1.0	37.924	37.74	1.2	2.4	0.4	0.6	40.422	37.36	0.0	0.0	0.6	1.2	44.665	40.47	0.0	1.8	2.2	2.2	50.132	43.38	0.0	1.8	2.2	2.8	58.183	50.29	0.2	1.8	3.2	3.8	70.385	56.13
1993-02-08	1.8	4.2	1.6	1.0	15.275	6.3	14.15	36.22	35.92	35.725	35.92	38.31	2.15	17.986	2.1	38.37	1.4	4.2	1.8	1.0	36.864	38.31	1.4	4.2	1.4	1.0	37.924	37.74	1.2	2.4	0.4	0.6	40.422	37.36	0.0	0.0	0.6	1.2	44.665	40.47	0.0	1.8	2.2	2.2	50.132	43.38	0.0	1.8	2.2	2.8	58.183	50.29
1993-02-09	0.8	1.8	1.6	0.4	15.2	6.358	13.832	35.92	36.61	35.391	36.61	36.22	1.15	17.828	2.15	37.07	1.8	4.2	1.6	1.0	35.725	36.22	1.4	4.2	1.8	1.0	36.864	38.31	1.4	4.2	1.4	1.0	37.924	37.74	1.2	2.4	0.4	0.6	40.422	37.36	0.0	0.0	0.6	1.2	44.665	40.47	0.0	1.8	2.2	2.2	50.132	43.38
1993-02-10	0.6	0.0	0.4	0.2	15.0	6.35	13.483	36.61	35.6	34.832	35.6	35.92	0.3	17.861	1.15	36.91	0.8	1.8	1.6	0.4	35.391	35.92	1.8	4.2	1.6	1.0	35.725	36.22	1.4	4.2	1.8	1.0	36.864	38.31	1.4	4.2	1.4	1.0	37.924	37.74	1.2	2.4	0.4	0.6	40.422	37.36	0.0	0.0	0.6	1.2	44.665	40.47
1993-02-11	0.6	0.0	0.0	0.2	14.65	6.353	13.212	35.6	33.17	34.215	33.17	36.61	0.2	17.454	0.3	35.8	0.6	0.0	0.4	0.2	34.832	36.61	0.8	1.8	1.6	0.4	35.391	35.92	1.8	4.2	1.6	1.0	35.725	36.22	1.4	4.2	1.8	1.0	36.864	38.31	1.4	4.2	1.4	1.0	37.924	37.74	1.2	2.4	0.4	0.6	40.422	37.36
1993-02-12	0.2	0.0	0.0	0.2	14.275	6.302	12.942	33.17	30.73	33.52	30.73	35.6	0.1	16.672	0.2	33.27	0.6	0.0	0.0	0.2	34.215	35.6	0.6	0.0	0.4	0.2	34.832	36.61	0.8	1.8	1.6	0.4	35.391	35.92	1.8	4.2	1.6	1.0	35.725	36.22	1.4	4.2	1.8	1.0	36.864	38.31	1.4	4.2	1.4	1.0	37.924	37.74
1993-02-13	0.0	0.0	0.0	0.2	13.77	6.059	12.367	30.73	29.24	32.196	29.24	33.17	0.05	15.732	0.1	30.78	0.2	0.0	0.0	0.2	33.52	33.17	0.6	0.0	0.0	0.2	34.215	35.6	0.6	0.0	0.4	0.2	34.832	36.61	0.8	1.8	1.6	0.4	35.391	35.92	1.8	4.2	1.6	1.0	35.725	36.22	1.4	4.2	1.8	1.0	36.864	38.31
1993-02-14	0.0	0.0	0.0	0.0	13.07	5.726	11.596	29.24	27.48	30.393	27.48	30.73	0.0	14.908	0.05	29.24	0.0	0.0	0.0	0.2	32.196	30.73	0.2	0.0	0.0	0.2	33.52	33.17	0.6	0.0	0.0	0.2	34.215	35.6	0.6	0.0	0.4	0.2	34.832	36.61	0.8	1.8	1.6	0.4	35.391	35.92	1.8	4.2	1.6	1.0	35.725	36.22
1993-02-15	0.0	0.0	7.2	0.0	12.32	5.415	10.82	27.48	26.18	28.555	26.18	29.24	1.8	14.009	0.0	29.28	0.0	0.0	0.0	0.0	30.393	29.24	0.0	0.0	0.0	0.2	32.196	30.73	0.2	0.0	0.0	0.2	33.52	33.17	0.6	0.0	0.0	0.2	34.215	35.6	0.6	0.0	0.4	0.2	34.832	36.61	0.8	1.8	1.6	0.4	35.391	35.92
1993-02-16	0.0	0.0	7.4	0.0	11.67	5.18	10.22	26.18	25.14	27.069	25.14	27.48	1.85	13.312	1.8	28.03	0.0	0.0	7.2	0.0	28.555	27.48	0.0	0.0	0.0	0.0	30.393	29.24	0.0	0.0	0.0	0.2	32.196	30.73	0.2	0.0	0.0	0.2	33.52	33.17	0.6	0.0	0.0	0.2	34.215	35.6	0.6	0.0	0.4	0.2	34.832	36.61
1993-02-17	0.0	0.0	9.4	0.0	11.125	4.98	9.699	25.14	24.24	25.804	24.24	26.18	2.35	12.736	1.85	27.49	0.0	0.0	7.4	0.0	27.069	26.18	0.0	0.0	7.2	0.0	28.555	27.48	0.0	0.0	0.0	0.0	30.393	29.24	0.0	0.0	0.0	0.2	32.196	30.73	0.2	0.0	0.0	0.2	33.52	33.17	0.6	0.0	0.0	0.2	34.215	35.6
1993-02-18	0.4	0.0	19.0	4.4	10.725	4.804	9.302	24.24	23.59	24.83	23.59	25.14	5.95	12.268	2.35	30.19	0.0	0.0	9.4	0.0	25.804	25.14	0.0	0.0	7.4	0.0	27.069	26.18	0.0	0.0	7.2	0.0	28.555	27.48	0.0	0.0	0.0	0.0	30.393	29.24	0.0	0.0	0.0	0.2	32.196	30.73	0.2	0.0	0.0	0.2	33.52	33.17
1993-02-19	0.4	0.0	12.4	4.4	10.335	4.622	8.961	23.59	22.7	23.918	22.7	24.24	4.3	11.877	5.95	27.89	0.4	0.0	19.0	4.4	24.83	24.24	0.0	0.0	9.4	0.0	25.804	25.14	0.0	0.0	7.4	0.0	27.069	26.18	0.0	0.0	7.2	0.0	28.555	27.48	0.0	0.0	0.0	0.0	30.393	29.24	0.0	0.0	0.0	0.2	32.196	30.73
1993-02-20	0.4	0.0	13.8	4.6	10.0	4.428	8.772	22.7	21.52	23.2	21.52	23.59	4.7	11.475	4.3	27.4	0.4	0.0	12.4	4.4	23.918	23.59	0.4	0.0	19.0	4.4	24.83	24.24	0.0	0.0	9.4	0.0	25.804	25.14	0.0	0.0	7.4	0.0	27.069	26.18	0.0	0.0	7.2	0.0	28.555	27.48	0.0	0.0	0.0	0.0	30.393	29.24
1993-02-21	0.4	0.0	11.8	4.6	9.618	4.245	8.532	21.52	20.43	22.395	20.43	22.7	4.2	10.979	4.7	25.72	0.4	0.0	13.8	4.6	23.2	22.7	0.4	0.0	12.4	4.4	23.918	23.59	0.4	0.0	19.0	4.4	24.83	24.24	0.0	0.0	9.4	0.0	25.804	25.14	0.0	0.0	7.4	0.0	27.069	26.18	0.0	0.0	7.2	0.0	28.555	27.48
1993-02-22	0.4	0.0	2.4	0.6	9.172	4.047	8.252	20.43	20.35	21.472	20.35	21.52	0.85	10.475	4.2	21.28	0.4	0.0	11.8	4.6	22.395	21.52	0.4	0.0	13.8	4.6	23.2	22.7	0.4	0.0	12.4	4.4	23.918	23.59	0.4	0.0	19.0	4.4	24.83	24.24	0.0	0.0	9.4	0.0	25.804	25.14	0.0	0.0	7.4	0.0	27.069	26.18
1993-02-23	0.4	0.0	2.2	0.6	8.89	3.857	7.988	20.35	20.12	20.735	20.12	20.43	0.8	10.271	0.85	21.15	0.4	0.0	2.4	0.6	21.472	20.43	0.4	0.0	11.8	4.6	22.395	21.52	0.4	0.0	13.8	4.6	23.2	22.7	0.4	0.0	12.4	4.4	23.918	23.59	0.4	0.0	19.0	4.4	24.83	24.24	0.0	0.0	9.4	0.0	25.804	25.14
1993-02-24	0.4	0.0	0.6	0.4	8.65	3.722	7.625	20.12	19.47	19.998	19.47	20.35	0.35	10.029	0.8	20.47	0.4	0.0	2.2	0.6	20.735	20.35	0.4	0.0	2.4	0.6	21.472	20.43	0.4	0.0	11.8	4.6	22.395	21.52	0.4	0.0	13.8	4.6	23.2	22.7	0.4	0.0	12.4	4.4	23.918	23.59	0.4	0.0	19.0	4.4	24.83	24.24
1993-02-25	0.8	0.2	3.6	1.4	8.552	3.523	7.392	19.47	20.01	19.467	20.01	20.12	1.5	9.734	0.35	20.97	0.4	0.0	0.6	0.4	19.998	20.12	0.4	0.0	2.2	0.6	20.735	20.35	0.4	0.0	2.4	0.6	21.472	20.43	0.4	0.0	11.8	4.6	22.395	21.52	0.4	0.0	13.8	4.6	23.2	22.7	0.4	0.0	12.4	4.4	23.918	23.59
1993-02-26	1.41	0.4	4.6	3.0	8.642	3.398	7.502	20.01	21.74	19.543	21.74	19.47	2.352	9.888	1.5	22.362	0.8	0.2	3.6	1.4	19.467	19.47	0.4	0.0	0.6	0.4	19.998	20.12	0.4	0.0	2.2	0.6	20.735	20.35	0.4	0.0	2.4	0.6	21.472	20.43	0.4	0.0	11.8	4.6	22.395	21.52	0.4	0.0	13.8	4.6	23.2	22.7
1993-02-27	2.81	0.6	6.8	4.0	8.828	3.276	7.846	21.74	20.26	19.95	20.26	20.01	3.552	10.422	2.352	25.292	1.41	0.4	4.6	3.0	19.543	20.01	0.8	0.2	3.6	1.4	19.467	19.47	0.4	0.0	0.6	0.4	19.998	20.12	0.4	0.0	2.2	0.6	20.735	20.35	0.4	0.0	2.4	0.6	21.472	20.43	0.4	0.0	11.8	4.6	22.395	21.52
1993-02-28	4.21	0.748	7.0	4.0	8.85	3.13	7.989	20.26	20.76	19.97	20.76	21.74	3.99	10.057	3.552	24.25	2.81	0.6	6.8	4.0	19.95	21.74	1.41	0.4	4.6	3.0	19.543	20.01	0.8	0.2	3.6	1.4	19.467	19.47	0.4	0.0	0.6	0.4	19.998	20.12	0.4	0.0	2.2	0.6	20.735	20.35	0.4	0.0	2.4	0.6	21.472	20.43
1993-03-01	4.71	0.6	4.4	5.8	8.965	3.184	8.121	20.76	23.62	20.27	23.62	20.26	3.878	10.258	3.99	24.638	4.21	0.748	7.0	4.0	19.97	20.26	2.81	0.6	6.8	4.0	19.95	21.74	1.41	0.4	4.6	3.0	19.543	20.01	0.8	0.2	3.6	1.4	19.467	19.47	0.4	0.0	0.6	0.4	19.998	20.12	0.4	0.0	2.2	0.6	20.735	20.35
1993-03-02	4.1	0.4	3.4	6.2	9.62	3.214	7.964	23.62	26.09	20.798	26.09	20.76	3.525	11.105	3.878	27.145	4.71	0.6	4.4	5.8	20.27	20.76	4.21	0.748	7.0	4.0	19.97	20.26	2.81	0.6	6.8	4.0	19.95	21.74	1.41	0.4	4.6	3.0	19.543	20.01	0.8	0.2	3.6	1.4	19.467	19.47	0.4	0.0	0.6	0.4	19.998	20.12
1993-03-03	3.1	0.2	1.0	5.8	10.382	3.377	7.646	26.09	24.17	21.406	24.17	23.62	2.525	11.874	3.525	28.615	4.1	0.4	3.4	6.2	20.798	23.62	4.71	0.6	4.4	5.8	20.27	20.76	4.21	0.748	7.0	4.0	19.97	20.26	2.81	0.6	6.8	4.0	19.95	21.74	1.41	0.4	4.6	3.0	19.543	20.01	0.8	0.2	3.6	1.4	19.467	19.47
1993-03-04	2.1	0.052	0.8	6.0	10.96	3.539	7.578	24.17	23.07	22.077	23.07	26.09	2.238	11.562	2.525	26.408	3.1	0.2	1.0	5.8	21.406	26.09	4.1	0.4	3.4	6.2	20.798	23.62	4.71	0.6	4.4	5.8	20.27	20.76	4.21	0.748	7.0	4.0	19.97	20.26	2.81	0.6	6.8	4.0	19.95	21.74	1.41	0.4	4.6	3.0	19.543	20.01
1993-03-05	1.2	0.0	1.0	3.4	11.525	3.624	8.172	23.07	41.84	23.32	41.84	24.17	1.4	11.598	2.238	24.47	2.1	0.052	0.8	6.0	22.077	24.17	3.1	0.2	1.0	5.8	21.406	26.09	4.1	0.4	3.4	6.2	20.798	23.62	4.71	0.6	4.4	5.8	20.27	20.76	4.21	0.748	7.0	4.0	19.97	20.26	2.81	0.6	6.8	4.0	19.95	21.74
