Date	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1
1995-10-15	4.07	1.453	4.449	8.092	8.045	9.972
1995-10-16	3.825	1.442	4.137	8.045	8.661	9.404
1995-10-17	3.715	1.512	4.399	8.661	17.19	9.626
1995-10-18	4.155	1.536	6.71	17.19	14.48	12.401
1995-10-19	4.53	1.538	7.493	14.48	11.44	13.562
1995-10-20	4.735	1.546	8.307	11.44	12.02	14.589
1995-10-21	4.955	1.48	8.614	12.02	10.47	15.049
1995-10-22	4.54	1.448	6.617	10.47	9.249	12.605
1995-10-23	4.167	1.432	6.066	9.249	9.187	11.665
1995-10-24	4.045	1.422	5.531	9.187	13.35	10.998
1995-10-25	4.205	1.549	6.915	13.35	22.87	12.669
1995-10-26	5.52	1.59	8.601	22.87	15.78	15.711
1995-10-27	6.11	1.611	9.395	15.78	13.41	17.116
1995-10-28	6.445	1.612	10.038	13.41	11.75	18.094
1995-10-29	6.267	1.47	8.508	11.75	10.26	16.246
1995-10-30	4.98	1.423	6.805	10.26	9.343	13.209
1995-10-31	4.435	1.412	6.016	9.343	8.601	11.863
1995-11-01	4.052	1.394	5.233	8.601	8.094	10.68
1995-11-02	3.802	1.386	4.718	8.094	7.742	9.907
1995-11-03	3.642	1.375	4.365	7.742	7.14	9.383
1995-11-04	3.49	1.343	4.136	7.14	6.907	8.969
1995-11-05	3.377	1.327	3.946	6.907	6.761	8.65
1995-11-06	3.272	1.312	3.787	6.761	6.478	8.371
1995-11-07	3.177	1.308	3.683	6.478	6.395	8.168
1995-11-08	3.157	1.326	3.574	6.395	6.783	8.057
1995-11-09	3.182	1.382	3.522	6.783	7.23	8.087
1995-11-10	3.247	1.455	3.54	7.23	10.64	8.243
1995-11-11	3.847	1.824	6.216	10.64	59.55	11.887
1995-11-12	10.825	2.716	13.631	59.55	35.39	27.172
1995-11-13	12.972	2.949	16.164	35.39	20.0	32.085
1995-11-14	14.067	3.022	17.57	20.0	17.3	34.659
1995-11-15	14.515	2.837	16.686	17.3	76.99	34.038
1995-11-16	11.076	2.552	12.572	76.99	66.66	26.2
1995-11-17	14.951	2.693	14.565	66.66	31.58	32.209
1995-11-18	16.309	2.731	15.401	31.58	21.68	34.44
1995-11-19	16.901	2.656	15.066	21.68	18.17	34.623
1995-11-20	14.802	2.126	12.875	18.17	16.77	29.803
1995-11-21	9.977	1.796	9.263	16.77	20.67	21.037
1995-11-22	9.352	1.718	9.214	20.67	22.52	20.284
1995-11-23	9.327	1.703	9.725	22.52	37.03	20.756
1995-11-24	12.265	1.72	19.02	37.03	88.54	33.005
1995-11-25	19.24	1.883	27.958	88.54	45.18	49.08
1995-11-26	20.515	2.021	30.359	45.18	33.22	52.895
1995-11-27	21.45	2.148	31.376	33.22	25.97	54.974
1995-11-28	19.075	2.204	23.164	25.97	22.97	44.443
1995-11-29	12.625	2.096	15.105	22.97	21.25	29.826
1995-11-30	11.05	2.031	12.068	21.25	18.87	25.149
1995-12-01	9.802	1.972	10.286	18.87	16.8	22.06
1995-12-02	8.89	1.978	9.123	16.8	19.35	19.992
1995-12-03	8.675	2.327	8.699	19.35	38.07	19.701
1995-12-04	10.325	3.62	10.093	38.07	36.07	24.038
1995-12-05	11.997	4.09	11.092	36.07	27.62	27.179
1995-12-06	13.235	4.396	11.693	27.62	29.03	29.324
1995-12-07	14.275	4.533	11.944	29.03	26.62	30.752
1995-12-08	13.15	3.563	10.372	26.62	22.38	27.085
1995-12-09	11.845	3.299	9.351	22.38	25.32	24.495
1995-12-10	11.77	3.21	11.217	25.32	36.19	26.198
1995-12-11	12.045	3.013	12.777	36.19	25.58	27.835
1995-12-12	11.77	2.771	13.326	25.58	21.41	27.866
1995-12-13	11.65	2.6	13.718	21.41	20.0	27.968
1995-12-14	10.842	2.424	11.637	20.0	19.4	24.904
1995-12-15	9.492	2.206	9.727	19.4	19.1	21.426
1995-12-16	9.152	2.156	8.929	19.1	18.54	20.237
1995-12-17	9.17	2.149	8.394	18.54	17.29	19.713
1995-12-18	9.012	2.116	7.89	17.29	15.99	19.019
1995-12-19	8.627	2.107	7.396	15.99	15.33	18.13
1995-12-20	8.25	2.112	6.969	15.33	14.81	17.331
1995-12-21	7.672	2.119	6.567	14.81	35.64	16.359
1995-12-22	11.187	4.342	11.925	35.64	99.21	27.454
1995-12-23	15.944	6.438	19.108	99.21	63.44	41.491
1995-12-24	21.112	7.279	22.309	63.44	38.36	50.7
1995-12-25	23.572	7.738	24.097	38.36	25.95	55.407
1995-12-26	20.897	5.794	19.193	25.95	19.98	45.883
1995-12-27	17.025	3.787	12.643	19.98	16.57	33.456
1995-12-28	12.05	3.036	10.124	16.57	16.63	25.21
1995-12-29	10.072	2.672	9.111	16.63	15.82	21.855
1995-12-30	9.05	2.488	9.151	15.82	17.9	20.689
1995-12-31	8.335	2.612	8.754	17.9	18.88	19.701
1996-01-01	8.42	2.77	8.338	18.88	21.18	19.528
1996-01-02	8.722	2.996	8.331	21.18	22.95	20.05
1996-01-03	9.345	3.285	8.686	22.95	30.86	21.316
1996-01-04	11.085	3.507	11.089	30.86	48.28	25.681
1996-01-05	14.875	4.008	15.906	48.28	69.82	34.789
1996-01-06	20.95	5.146	21.771	69.82	87.5	47.867
1996-01-07	29.425	7.682	31.081	87.5	111.7	68.188
1996-01-08	36.188	10.278	39.879	111.7	102.634	86.346
1996-01-09	39.746	12.782	46.716	102.634	84.33	99.244
1996-01-10	39.221	13.425	46.086	84.33	58.66	98.732
1996-01-11	33.696	12.318	40.203	58.66	66.55	86.217
1996-01-12	30.732	11.594	34.639	66.55	101.4	76.965
1996-01-13	30.423	10.87	30.102	101.4	100.9	71.395
1996-01-14	32.348	10.697	32.39	100.9	61.25	75.434
1996-01-15	32.323	10.436	32.702	61.25	46.7	75.461
1996-01-16	28.998	9.49	29.963	46.7	39.46	68.45
1996-01-17	23.55	8.07	24.906	39.46	32.78	56.526
1996-01-18	16.95	6.617	18.495	32.78	29.13	42.062
1996-01-19	14.625	5.5	15.164	29.13	27.66	35.289
1996-01-20	13.35	4.556	13.314	27.66	27.16	31.221
1996-01-21	12.6	3.876	12.211	27.16	25.62	28.687
1996-01-22	11.975	3.766	11.411	25.62	23.95	27.151
1996-01-23	11.475	3.704	10.852	23.95	22.13	26.032
1996-01-24	10.895	3.57	10.171	22.13	20.28	24.636
1996-01-25	10.13	3.369	9.404	20.28	18.58	22.903
1996-01-26	9.425	3.212	8.684	18.58	18.11	21.321
1996-01-27	8.857	3.091	8.041	18.11	18.05	19.989
1996-01-28	8.48	3.057	7.564	18.05	18.26	19.101
1996-01-29	8.315	3.037	7.31	18.26	18.13	18.662
1996-01-30	8.367	3.058	7.183	18.13	19.88	18.609
1996-01-31	8.81	3.102	7.079	19.88	21.32	18.991
1996-02-01	9.317	3.151	7.009	21.32	21.32	19.477
1996-02-02	9.722	3.318	6.915	21.32	21.71	19.956
1996-02-03	10.35	3.502	6.914	21.71	25.15	20.766
1996-02-04	11.175	3.738	6.956	25.15	24.38	21.869
1996-02-05	11.575	3.812	6.998	24.38	21.76	22.384
1996-02-06	11.625	3.716	6.956	21.76	19.01	22.297
1996-02-07	11.11	3.521	6.85	19.01	17.25	21.481
1996-02-08	9.835	3.174	6.658	17.25	20.58	19.667
1996-02-09	10.035	3.848	6.801	20.58	60.62	20.684
1996-02-10	14.91	5.693	17.371	60.62	78.687	37.974
1996-02-11	20.704	7.942	27.835	78.687	93.607	56.481
1996-02-12	27.229	10.529	37.959	93.607	104.882	75.717
1996-02-13	33.049	12.434	47.142	104.882	112.012	92.625
1996-02-14	34.95	13.395	45.131	112.012	114.5	93.477
1996-02-15	36.471	14.061	41.072	114.5	114.369	91.605
1996-02-16	37.65	14.303	38.962	114.369	113.893	90.915
1996-02-17	38.523	14.004	39.035	113.893	112.945	91.562
1996-02-18	39.129	13.985	39.619	112.945	111.4	92.733
1996-02-19	39.503	14.332	41.5	111.4	69.55	95.336
1996-02-20	35.55	13.977	38.329	69.55	54.79	87.856
1996-02-21	30.756	13.31	32.349	54.79	52.58	76.415
1996-02-22	27.225	12.131	26.851	52.58	66.0	66.208
1996-02-23	25.775	10.7	22.524	66.0	91.42	58.998
1996-02-24	31.525	10.463	24.075	91.42	104.7	66.063
1996-02-25	36.497	10.893	29.034	104.7	74.81	76.424
1996-02-26	37.647	10.979	30.532	74.81	58.99	79.158
1996-02-27	34.722	10.953	30.341	58.99	50.42	76.016
1996-02-28	27.997	10.3	27.113	50.42	44.56	65.41
1996-02-29	22.3	9.464	21.125	44.56	42.51	52.889
1996-03-01	19.125	8.896	18.597	42.51	42.84	46.618
1996-03-02	18.45	7.692	17.954	42.84	49.6	44.096
1996-03-03	20.1	6.722	18.119	49.6	52.67	44.941
1996-03-04	22.15	5.88	18.936	52.67	45.33	46.966
1996-03-05	22.7	5.132	18.523	45.33	36.83	46.355
1996-03-06	21.875	4.893	16.964	36.83	33.24	43.732
1996-03-07	19.2	4.5	14.965	33.24	31.39	38.665
1996-03-08	16.45	4.078	12.833	31.39	28.85	33.361
1996-03-09	14.875	3.845	11.596	28.85	26.76	30.317
1996-03-10	13.875	3.634	10.969	26.76	25.89	28.477
1996-03-11	13.125	3.61	10.577	25.89	29.22	27.311
1996-03-12	12.75	3.864	10.608	29.22	30.08	27.222
1996-03-13	12.55	3.957	10.688	30.08	27.33	27.196
1996-03-14	12.475	4.061	10.572	27.33	26.48	27.108
1996-03-15	12.475	4.243	10.447	26.48	29.56	27.165
1996-03-16	12.65	4.748	10.372	29.56	38.89	27.77
1996-03-17	13.925	5.793	10.863	38.89	39.75	30.581
1996-03-18	15.225	6.588	11.942	39.75	39.42	33.755
1996-03-19	16.35	7.132	13.689	39.42	40.85	37.171
1996-03-20	17.25	7.006	15.284	40.85	38.01	39.54
1996-03-21	16.825	6.269	15.975	38.01	43.07	39.069
1996-03-22	17.85	6.026	17.347	43.07	46.38	41.224
1996-03-23	18.75	6.055	17.927	46.38	49.81	42.732
1996-03-24	20.0	6.098	19.197	49.81	46.05	45.295
1996-03-25	20.975	6.077	19.975	46.05	38.93	47.027
1996-03-26	19.875	5.778	19.005	38.93	34.02	44.658
1996-03-27	18.6	5.292	17.694	34.02	30.28	41.586
1996-03-28	16.45	4.842	15.056	30.28	27.85	36.348
1996-03-29	14.725	4.481	13.133	27.85	25.08	32.339
1996-03-30	13.45	4.132	11.698	25.08	23.31	29.28
1996-03-31	12.4	4.013	10.621	23.31	23.26	27.034
1996-04-01	11.55	3.979	9.787	23.26	20.73	25.316
1996-04-02	10.73	3.824	9.058	20.73	19.42	23.612
1996-04-03	10.08	3.694	8.479	19.42	18.4	22.253
1996-04-04	9.555	3.406	7.974	18.4	17.77	20.935
1996-04-05	9.142	3.052	7.592	17.77	17.29	19.786
1996-04-06	8.857	2.902	7.329	17.29	16.94	19.089
1996-04-07	8.677	2.79	7.133	16.94	16.52	18.601
1996-04-08	8.515	2.692	7.031	16.52	16.33	18.239
1996-04-09	8.452	2.646	6.994	16.33	17.87	18.093
1996-04-10	8.592	2.639	7.142	17.87	17.41	18.373
1996-04-11	8.575	2.631	7.254	17.41	16.91	18.46
1996-04-12	8.55	2.658	7.357	16.91	16.41	18.564
1996-04-13	8.397	2.665	7.361	16.41	15.39	18.423
1996-04-14	7.957	2.62	7.12	15.39	14.82	17.697
1996-04-15	7.662	2.589	6.927	14.82	14.87	17.179
1996-04-16	7.465	2.532	6.747	14.87	14.88	16.745
1996-04-17	7.352	2.516	6.705	14.88	16.84	16.574
1996-04-18	7.41	2.638	8.508	16.84	34.25	18.555
1996-04-19	8.702	2.85	12.079	34.25	24.36	23.632
1996-04-20	9.11	2.925	13.353	24.36	18.61	25.388
1996-04-21	9.185	2.965	13.991	18.61	17.85	26.141
1996-04-22	9.097	2.936	12.59	17.85	29.55	24.623
1996-04-23	9.347	3.494	13.613	29.55	50.88	26.454
1996-04-24	11.825	3.824	18.34	50.88	48.77	33.99
1996-04-25	14.065	4.059	22.665	48.77	35.72	40.788
1996-04-26	15.6	4.128	24.636	35.72	26.47	44.364
1996-04-27	14.925	3.429	21.801	26.47	23.78	40.155
1996-04-28	12.652	3.057	17.117	23.78	19.78	32.827
1996-04-29	10.625	2.832	12.865	19.78	20.01	26.322
1996-04-30	9.42	3.048	11.65	20.01	36.92	24.117
1996-05-01	10.295	4.767	17.087	36.92	118.0	32.149
1996-05-02	13.24	7.603	21.981	118.0	79.52	42.825
1996-05-03	17.618	10.951	25.585	79.52	42.63	54.153
1996-05-04	19.173	12.039	26.738	42.63	30.78	57.95
1996-05-05	18.548	11.162	21.055	30.78	25.43	50.764
1996-05-06	15.675	8.931	15.847	25.43	22.11	40.453
1996-05-07	11.415	5.98	12.17	22.11	19.42	29.565
1996-05-08	9.8	4.853	10.273	19.42	17.46	24.926
1996-05-09	8.83	4.197	9.021	17.46	16.54	22.048
1996-05-10	8.162	3.786	8.184	16.54	16.78	20.132
1996-05-11	7.875	3.577	7.788	16.78	18.09	19.239
1996-05-12	8.0	3.472	7.838	18.09	19.11	19.31
1996-05-13	8.505	3.404	7.997	19.11	17.79	19.906
1996-05-14	8.775	3.297	7.986	17.79	15.21	20.058
1996-05-15	8.667	3.127	7.692	15.21	14.01	19.486
1996-05-16	8.197	2.93	7.128	14.01	13.28	18.255
1996-05-17	7.417	2.766	6.582	13.28	13.03	16.766
1996-05-18	6.952	2.662	6.266	13.03	13.34	15.881
1996-05-19	6.787	2.65	6.099	13.34	13.4	15.536
1996-05-20	6.745	2.642	6.223	13.4	17.43	15.611
1996-05-21	7.16	2.622	7.196	17.43	16.83	16.978
1996-05-22	7.397	2.694	7.939	16.83	27.83	18.031
1996-05-23	8.492	3.102	11.052	27.83	28.7	22.647
1996-05-24	9.42	3.593	12.743	28.7	22.7	25.756
1996-05-25	9.472	3.882	12.894	22.7	17.83	26.249
1996-05-26	9.395	3.97	12.811	17.83	22.79	26.176
1996-05-27	9.295	3.849	12.269	22.79	28.93	25.412
1996-05-28	9.445	3.592	12.021	28.93	29.35	25.057
1996-05-29	9.695	3.521	15.516	29.35	34.53	28.732
1996-05-30	10.547	3.778	18.899	34.53	33.95	33.224
1996-05-31	10.997	3.801	19.189	33.95	22.37	33.988
1996-06-01	10.355	3.671	18.696	22.37	17.71	32.722
1996-06-02	9.872	3.473	14.68	17.71	15.35	28.026
1996-06-03	8.907	3.034	10.987	15.35	13.49	22.928
1996-06-04	7.31	2.616	8.317	13.49	12.65	18.243
1996-06-05	6.717	2.42	7.26	12.65	10.77	16.397
1996-06-06	6.227	2.302	6.543	10.77	11.59	15.073
1996-06-07	6.027	2.304	6.175	11.59	16.58	14.506
1996-06-08	6.2	3.064	5.958	16.58	12.38	15.223
1996-06-09	6.015	3.201	5.603	12.38	10.47	14.819
1996-06-10	5.865	3.257	5.346	10.47	10.41	14.468
1996-06-11	5.61	3.35	5.028	10.41	11.46	13.989
1996-06-12	5.112	2.732	5.189	11.46	12.42	13.033
1996-06-13	4.947	2.612	5.603	12.42	10.31	13.163
1996-06-14	4.795	2.544	5.743	10.31	8.883	13.081
1996-06-15	4.615	2.33	5.713	8.883	8.469	12.658
1996-06-16	4.417	2.086	5.101	8.469	7.692	11.605
1996-06-17	4.235	1.989	4.421	7.692	8.196	10.645
1996-06-18	4.09	1.918	4.082	8.196	8.271	10.09
1996-06-19	3.987	1.872	3.891	8.271	7.797	9.75
1996-06-20	3.93	1.838	3.778	7.797	7.308	9.546
1996-06-21	3.887	1.804	3.697	7.308	7.858	9.389
1996-06-22	3.857	1.795	3.615	7.858	8.03	9.268
1996-06-23	3.815	1.778	3.538	8.03	7.592	9.13
1996-06-24	3.732	1.761	3.48	7.592	7.2	8.974
1996-06-25	3.617	1.739	3.418	7.2	7.301	8.775
1996-06-26	3.552	1.738	3.38	7.301	7.64	8.671
1996-06-27	3.515	1.763	3.366	7.64	8.891	8.644
1996-06-28	3.63	1.989	3.472	8.891	9.096	9.091
1996-06-29	3.767	2.101	3.535	9.096	8.009	9.404
1996-06-30	3.782	2.104	3.578	8.009	8.112	9.465
1996-07-01	3.95	2.097	3.637	8.112	8.743	9.684
1996-07-02	4.012	1.927	3.583	8.743	9.743	9.522
1996-07-03	4.12	2.026	4.872	9.743	25.6	11.018
1996-07-04	5.175	2.491	9.834	25.6	34.37	17.5
1996-07-05	7.19	2.8	13.086	34.37	19.06	23.077
1996-07-06	7.792	2.842	14.209	19.06	12.78	24.843
1996-07-07	7.992	2.687	13.555	12.78	11.23	24.234
1996-07-08	7.34	2.274	8.968	11.23	9.98	18.582
1996-07-09	5.407	1.972	5.919	9.98	8.654	13.298
1996-07-10	4.752	1.88	4.868	8.654	7.911	11.5
1996-07-11	4.4	1.826	4.315	7.911	7.658	10.541
1996-07-12	4.012	1.76	3.979	7.658	7.172	9.751
1996-07-13	3.747	1.713	3.76	7.172	6.912	9.221
1996-07-14	3.577	1.675	3.684	6.912	7.047	8.936
1996-07-15	3.43	1.634	3.605	7.047	6.94	8.669
1996-07-16	3.277	1.577	3.539	6.94	6.478	8.394
1996-07-17	3.15	1.538	3.457	6.478	6.009	8.145
1996-07-18	3.032	1.508	3.339	6.009	5.982	7.88
1996-07-19	2.947	1.487	3.193	5.982	5.672	7.627
1996-07-20	2.857	1.48	3.049	5.672	5.357	7.386
1996-07-21	2.752	1.464	2.923	5.357	5.322	7.139
1996-07-22	2.65	1.45	2.821	5.322	5.333	6.92
1996-07-23	2.587	1.439	2.853	5.333	6.615	6.879
1996-07-24	2.905	1.465	2.93	6.615	6.829	7.3
1996-07-25	3.08	1.476	2.959	6.829	5.903	7.514
1996-07-26	3.205	1.472	2.945	5.903	5.732	7.622
1996-07-27	3.262	1.47	2.804	5.732	5.714	7.536
1996-07-28	2.985	1.434	2.685	5.714	6.648	7.103
1996-07-29	2.925	1.634	2.722	6.648	11.01	7.281
1996-07-30	2.957	2.032	3.9	11.01	9.931	8.889
1996-07-31	3.12	2.164	4.543	9.931	9.123	9.828
1996-08-01	3.205	2.222	5.122	9.123	7.617	10.549
1996-08-02	3.207	2.034	5.333	7.617	6.872	10.574
1996-08-03	3.125	1.648	4.38	6.872	6.422	9.152
1996-08-04	2.932	1.523	3.926	6.422	5.958	8.382
1996-08-05	2.8	1.47	3.471	5.958	6.738	7.741
1996-08-06	2.79	1.501	3.353	6.738	7.952	7.644
1996-08-07	2.912	1.709	3.34	7.952	7.691	7.962
1996-08-08	3.04	1.795	3.32	7.691	7.371	8.155
1996-08-09	3.18	1.839	3.347	7.371	7.712	8.366
1996-08-10	3.292	1.89	3.405	7.712	13.39	8.587
1996-08-11	3.737	1.86	4.849	13.39	12.9	10.447
1996-08-12	4.16	1.845	5.467	12.9	9.586	11.472
1996-08-13	4.332	1.827	5.689	9.586	7.949	11.849
1996-08-14	4.315	1.742	5.7	7.949	7.109	11.757
1996-08-15	3.822	1.565	4.237	7.109	6.453	9.625
1996-08-16	3.327	1.497	3.591	6.453	6.105	8.415
1996-08-17	3.047	1.463	3.284	6.105	5.531	7.794
1996-08-18	2.87	1.437	3.072	5.531	5.647	7.379
1996-08-19	2.745	1.416	2.879	5.647	5.224	7.041
1996-08-20	2.647	1.417	2.748	5.224	5.266	6.812
1996-08-21	2.592	1.491	2.649	5.266	5.648	6.733
1996-08-22	2.705	1.53	2.651	5.648	8.521	6.885
1996-08-23	2.897	2.069	2.782	8.521	10.66	7.749
1996-08-24	3.28	2.577	3.234	10.66	14.88	9.091
1996-08-25	3.745	2.827	5.216	14.88	15.74	11.788
1996-08-26	4.095	2.998	7.464	15.74	41.07	14.557
1996-08-27	6.727	4.783	14.164	41.07	40.86	25.675
1996-08-28	9.387	5.007	17.766	40.86	33.38	32.161
1996-08-29	11.532	5.238	19.047	33.38	20.9	35.817
1996-08-30	12.375	5.28	18.216	20.9	14.13	35.871
1996-08-31	10.36	3.122	12.263	14.13	11.17	25.744
1996-09-01	7.907	2.493	8.825	11.17	10.04	19.226
1996-09-02	5.825	2.059	6.055	10.04	10.0	13.939
1996-09-03	5.007	1.952	4.965	10.0	9.021	11.924
1996-09-04	4.64	1.941	4.411	9.021	8.54	10.993
1996-09-05	4.437	1.946	4.129	8.54	8.07	10.512
1996-09-06	4.197	1.908	3.909	8.07	7.754	10.015
1996-09-07	3.917	1.841	3.779	7.754	7.491	9.538
1996-09-08	3.665	1.758	3.639	7.491	7.281	9.063
1996-09-09	3.455	1.701	3.463	7.281	7.106	8.619
1996-09-10	3.317	1.675	3.342	7.106	7.065	8.335
1996-09-11	3.215	1.655	3.257	7.065	6.878	8.127
1996-09-12	3.127	1.638	3.158	6.878	6.452	7.924
1996-09-13	3.035	1.61	3.071	6.452	6.339	7.717
1996-09-14	2.945	1.581	2.997	6.339	6.254	7.524
1996-09-15	2.857	1.558	2.891	6.254	6.127	7.307
1996-09-16	2.777	1.537	2.823	6.127	6.02	7.137
1996-09-17	2.715	1.526	2.777	6.02	6.131	7.018
1996-09-18	2.667	1.514	2.722	6.131	5.944	6.903
1996-09-19	2.63	1.501	2.683	5.944	5.902	6.814
1996-09-20	2.622	1.507	2.668	5.902	5.961	6.797
1996-09-21	2.635	1.524	2.651	5.961	5.918	6.81
1996-09-22	2.64	1.534	2.662	5.918	5.828	6.836
1996-09-23	2.64	1.547	2.671	5.828	5.828	6.858
1996-09-24	2.617	1.536	2.676	5.828	5.945	6.83
1996-09-25	2.612	1.529	2.676	5.945	5.983	6.818
1996-09-26	2.64	1.53	2.675	5.983	5.956	6.845
1996-09-27	2.685	1.558	2.668	5.956	6.779	6.911
1996-09-28	2.775	1.576	3.033	6.779	51.87	7.384
1996-09-29	7.237	1.86	7.484	51.87	71.44	16.581
1996-09-30	11.827	2.184	15.684	71.44	32.0	29.696
1996-10-01	13.402	2.276	18.729	32.0	18.31	34.408
1996-10-02	14.217	2.325	19.994	18.31	13.85	36.537
1996-10-03	10.297	2.08	18.025	13.85	37.8	30.402
1996-10-04	8.297	1.892	16.917	37.8	36.52	27.106
1996-10-05	8.977	2.133	18.115	36.52	22.54	29.225
1996-10-06	9.267	2.215	18.546	22.54	16.22	30.029
1996-10-07	9.497	2.281	17.499	16.22	13.6	29.277
1996-10-08	7.492	2.244	11.542	13.6	12.07	21.278
1996-10-09	5.725	1.983	8.26	12.07	11.03	15.967
1996-10-10	4.965	1.906	6.957	11.03	9.606	13.827
1996-10-11	4.51	1.845	6.13	9.606	8.741	12.485
1996-10-12	4.165	1.779	5.48	8.741	8.164	11.423
1996-10-13	3.857	1.709	4.942	8.164	7.69	10.509
1996-10-14	3.637	1.67	4.577	7.69	7.715	9.885
1996-10-15	3.53	1.695	4.415	7.715	11.21	9.64
1996-10-16	3.825	1.77	5.393	11.21	17.71	10.988
1996-10-17	5.032	1.814	7.266	17.71	16.85	14.113
1996-10-18	5.767	2.079	8.675	16.85	23.62	16.522
1996-10-19	7.177	2.332	11.985	23.62	22.18	21.494
1996-10-20	7.912	2.545	13.684	22.18	37.14	24.141
1996-10-21	8.277	3.332	17.841	37.14	25.09	29.451
1996-10-22	8.625	3.34	18.61	25.09	16.65	30.575
1996-10-23	7.792	3.2	16.527	16.65	12.93	27.519
1996-10-24	7.122	3.016	14.585	12.93	12.55	24.724
1996-10-25	5.995	2.488	9.494	12.55	34.69	17.976
1996-10-26	8.63	2.83	16.352	34.69	80.15	27.812
1996-10-27	17.205	3.439	24.341	80.15	77.41	44.986
1996-10-28	24.12	4.047	32.832	77.41	67.79	61.0
1996-10-29	30.1	4.508	39.387	67.79	38.05	73.995
1996-10-30	28.7	4.363	33.49	38.05	24.68	66.553
1996-10-31	20.932	4.03	27.703	24.68	39.27	52.665
1996-11-01	16.282	3.917	23.591	39.27	37.38	43.791
1996-11-02	13.807	3.607	21.624	37.38	42.33	39.039
1996-11-03	15.082	3.536	23.244	42.33	49.2	41.862
1996-11-04	18.7	3.919	27.954	49.2	91.77	50.573
1996-11-05	24.1	6.38	31.883	91.77	109.952	62.363
1996-11-06	29.926	9.766	36.055	109.952	117.6	75.747
1996-11-07	36.901	13.519	41.224	117.6	59.85	91.644
1996-11-08	35.401	14.572	38.288	59.85	46.17	88.261
1996-11-09	30.401	13.246	34.433	46.17	39.79	78.079
1996-11-10	23.075	10.747	28.312	39.79	31.34	62.134
1996-11-11	14.4	7.7	20.985	31.34	78.98	43.085
1996-11-12	15.275	8.023	27.949	78.98	81.29	51.246
1996-11-13	19.075	9.346	27.94	81.29	45.83	56.361
1996-11-14	19.475	10.714	27.547	45.83	36.09	57.736
1996-11-15	19.8	11.755	27.41	36.09	27.91	58.965
1996-11-16	17.175	10.815	17.156	27.91	26.47	45.147
1996-11-17	11.975	8.96	14.505	26.47	31.63	35.44
1996-11-18	11.475	6.952	14.239	31.63	24.98	32.666
1996-11-19	10.9	5.334	13.609	24.98	29.56	29.843
1996-11-20	11.5	6.212	14.158	29.56	32.17	31.87
1996-11-21	11.95	6.231	13.736	32.17	26.12	31.917
1996-11-22	11.4	6.724	12.977	26.12	30.39	31.101
1996-11-23	11.625	7.445	13.637	30.39	26.0	32.708
1996-11-24	10.82	6.203	13.042	26.0	37.26	30.065
1996-11-25	10.82	7.922	19.062	37.26	100.2	37.804
1996-11-26	18.495	9.941	27.457	100.2	67.15	55.893
1996-11-27	20.945	11.999	29.804	67.15	38.86	62.748
1996-11-28	22.075	12.216	31.02	38.86	48.78	65.311
1996-11-29	22.575	12.633	31.303	48.78	73.56	66.511
1996-11-30	19.15	12.662	31.346	73.56	82.03	63.158
1996-12-01	25.125	11.912	36.946	82.03	105.5	73.983
1996-12-02	30.637	13.637	44.131	105.5	88.79	88.406
1996-12-03	34.112	13.58	45.718	88.79	94.135	93.411
1996-12-04	35.05	14.19	44.816	94.135	99.48	94.056
1996-12-05	32.65	15.752	43.432	99.48	63.44	91.833
1996-12-06	28.487	15.878	38.41	63.44	44.59	82.776
1996-12-07	25.237	14.418	31.974	44.59	37.22	71.629
1996-12-08	20.975	12.213	25.37	37.22	48.03	58.558
1996-12-09	18.275	9.501	20.337	48.03	39.46	48.113
1996-12-10	17.65	7.432	17.905	39.46	31.23	42.987
1996-12-11	17.275	6.393	16.462	31.23	27.67	40.13
1996-12-12	16.7	5.498	15.2	27.67	25.2	37.399
1996-12-13	13.45	4.797	12.756	25.2	22.72	31.002
1996-12-14	11.66	4.559	11.204	22.72	21.94	27.424
1996-12-15	11.035	4.39	10.5	21.94	27.14	25.925
1996-12-16	11.185	4.24	10.672	27.14	28.11	26.097
1996-12-17	11.46	4.126	11.141	28.11	26.62	26.727
1996-12-18	11.8	4.413	12.083	26.62	35.07	28.296
1996-12-19	13.767	5.227	14.451	35.07	53.66	33.445
1996-12-20	18.75	6.734	18.998	53.66	72.25	44.482
1996-12-21	25.7	8.912	24.95	72.25	80.7	59.561
1996-12-22	28.3	11.246	27.781	80.7	58.84	67.327
1996-12-23	27.908	13.265	27.655	58.84	46.48	68.828
1996-12-24	23.475	13.531	24.103	46.48	39.75	61.109
1996-12-25	16.7	12.523	18.588	39.75	33.06	47.811
1996-12-26	14.2	10.361	15.617	33.06	29.52	40.178
1996-12-27	12.625	7.909	13.698	29.52	28.67	34.232
1996-12-28	11.675	6.491	12.461	28.67	29.31	30.628
1996-12-29	11.45	5.653	11.855	29.31	34.28	28.958
1996-12-30	12.475	5.678	12.251	34.28	39.42	30.404
1996-12-31	13.95	5.705	12.749	39.42		32.404
