Date	Crakehill	Skip Bridge	Westwick	Skelton	Skelton tommorow	Predictor_1
1993-01-01	10.4	4.393	9.291	26.1	24.86	24.084
1993-01-02	10.175	4.316	8.956	24.86	23.6	23.447
1993-01-03	9.937	4.252	8.657	23.6	23.47	22.845
1993-01-04	9.805	4.28	8.474	23.47	60.7	22.559
1993-01-05	13.78	6.172	11.444	60.7	98.01	31.396
1993-01-06	19.318	7.672	17.892	98.01	56.99	44.881
1993-01-07	21.778	8.454	21.444	56.99	56.66	51.675
1993-01-08	24.925	9.18	26.859	56.66	78.1	60.964
1993-01-09	27.225	8.228	29.974	78.1	83.845	65.427
1993-01-10	27.848	8.987	30.596	83.845	88.424	67.431
1993-01-11	31.25	10.615	34.842	88.424	92.032	76.706
1993-01-12	33.75	12.314	37.573	92.032	94.862	83.638
1993-01-13	32.89	13.836	39.447	94.862	97.107	86.174
1993-01-14	32.302	14.103	40.627	97.107	98.96	87.032
1993-01-15	32.21	14.27	41.318	98.96	100.614	87.799
1993-01-16	32.447	14.396	41.767	100.614	102.263	88.61
1993-01-17	32.8	14.536	42.119	102.263	104.1	89.455
1993-01-18	33.265	14.748	42.388	104.1	106.156	90.4
1993-01-19	34.282	15.253	42.593	106.156	108.266	92.128
1993-01-20	36.181	16.258	42.753	108.266	110.33	95.193
1993-01-21	38.464	17.23	42.885	110.33	112.245	98.579
1993-01-22	40.494	18.103	42.999	112.245	113.911	101.597
1993-01-23	41.693	18.656	43.101	113.911	115.226	103.45
1993-01-24	41.535	18.669	43.186	115.226	116.09	103.391
1993-01-25	40.309	18.645	43.254	116.09	116.4	102.208
1993-01-26	38.603	18.604	43.3	116.4	92.52	100.507
1993-01-27	36.553	17.965	42.408	92.52	104.3	96.926
1993-01-28	35.649	17.82	42.002	104.3	106.0	95.47
1993-01-29	34.7	17.744	42.088	106.0	80.07	94.532
1993-01-30	32.3	16.914	39.172	80.07	64.14	88.386
1993-01-31	29.525	15.841	35.849	64.14	56.13	81.215
1993-02-01	25.5	13.982	30.902	56.13	50.29	70.385
1993-02-02	21.625	11.812	24.746	50.29	43.38	58.183
1993-02-03	19.4	9.612	21.12	43.38	40.47	50.132
1993-02-04	17.825	8.434	18.406	40.47	37.36	44.665
1993-02-05	16.5	7.332	16.591	37.36	37.74	40.422
1993-02-06	15.775	6.59	15.559	37.74	38.31	37.924
1993-02-07	15.5	6.576	14.788	38.31	36.22	36.864
1993-02-08	15.275	6.3	14.15	36.22	35.92	35.725
1993-02-09	15.2	6.358	13.832	35.92	36.61	35.391
1993-02-10	15.0	6.35	13.483	36.61	35.6	34.832
1993-02-11	14.65	6.353	13.212	35.6	33.17	34.215
1993-02-12	14.275	6.302	12.942	33.17	30.73	33.52
1993-02-13	13.77	6.059	12.367	30.73	29.24	32.196
1993-02-14	13.07	5.726	11.596	29.24	27.48	30.393
1993-02-15	12.32	5.415	10.82	27.48	26.18	28.555
1993-02-16	11.67	5.18	10.22	26.18	25.14	27.069
1993-02-17	11.125	4.98	9.699	25.14	24.24	25.804
1993-02-18	10.725	4.804	9.302	24.24	23.59	24.83
1993-02-19	10.335	4.622	8.961	23.59	22.7	23.918
1993-02-20	10.0	4.428	8.772	22.7	21.52	23.2
1993-02-21	9.618	4.245	8.532	21.52	20.43	22.395
1993-02-22	9.172	4.047	8.252	20.43	20.35	21.472
1993-02-23	8.89	3.857	7.988	20.35	20.12	20.735
1993-02-24	8.65	3.722	7.625	20.12	19.47	19.998
1993-02-25	8.552	3.523	7.392	19.47	20.01	19.467
1993-02-26	8.642	3.398	7.502	20.01	21.74	19.543
1993-02-27	8.828	3.276	7.846	21.74	20.26	19.95
1993-02-28	8.85	3.13	7.989	20.26	20.76	19.97
1993-03-01	8.965	3.184	8.121	20.76	23.62	20.27
1993-03-02	9.62	3.214	7.964	23.62	26.09	20.798
1993-03-03	10.382	3.377	7.646	26.09	24.17	21.406
1993-03-04	10.96	3.539	7.578	24.17	23.07	22.077
1993-03-05	11.525	3.624	8.172	23.07	41.84	23.32
1993-03-06	14.1	3.775	11.032	41.84	36.05	28.907
1993-03-07	14.875	3.653	12.422	36.05	28.01	30.95
1993-03-08	15.1	3.513	13.124	28.01	24.2	31.737
1993-03-09	14.925	3.315	12.926	24.2	22.0	31.166
1993-03-10	11.87	3.011	10.254	22.0	20.62	25.135
1993-03-11	10.218	2.904	8.921	20.62	20.02	22.043
1993-03-12	9.525	2.843	8.272	20.02	20.56	20.64
1993-03-13	9.138	2.803	7.911	20.56	17.97	19.851
1993-03-14	8.995	2.766	7.863	17.97	18.06	19.624
1993-03-15	9.013	2.685	7.701	18.06	17.16	19.399
1993-03-16	9.034	2.607	7.563	17.16	20.06	19.205
1993-03-17	9.092	2.56	8.092	20.06	22.36	19.744
1993-03-18	9.162	2.53	9.225	22.36	25.27	20.916
1993-03-19	9.571	2.492	10.33	25.27	20.08	22.393
1993-03-20	9.35	2.479	10.673	20.08	18.08	22.502
1993-03-21	8.992	2.459	10.339	18.08	21.39	21.79
1993-03-22	9.098	2.446	9.839	21.39	18.6	21.382
1993-03-23	8.39	2.445	9.041	18.6	17.51	19.876
1993-03-24	8.352	2.416	9.078	17.51	17.68	19.847
1993-03-25	8.382	2.362	9.041	17.68	16.52	19.786
1993-03-26	7.762	2.303	8.268	16.52	15.18	18.333
1993-03-27	7.482	2.266	7.882	15.18	14.32	17.631
1993-03-28	7.09	2.246	7.326	14.32	13.93	16.663
1993-03-29	6.715	2.239	6.821	13.93	13.99	15.775
1993-03-30	6.528	2.266	6.514	13.99	15.32	15.308
1993-03-31	6.667	2.32	6.798	15.32	17.46	15.786
1993-04-01	6.938	2.444	7.182	17.46	16.61	16.564
1993-04-02	7.168	2.531	7.412	16.61	15.23	17.11
1993-04-03	7.325	2.578	7.534	15.23	20.33	17.437
1993-04-04	7.76	2.988	7.885	20.33	44.18	18.633
1993-04-05	10.338	4.041	17.336	44.18	42.575	31.714
1993-04-06	13.875	5.214	25.191	42.575	39.595	44.28
1993-04-07	17.822	5.622	30.142	39.595	37.99	53.586
1993-04-08	19.085	5.484	31.94	37.99	92.73	56.509
1993-04-09	25.935	4.797	28.346	92.73	87.787	59.077
1993-04-10	29.689	4.463	30.268	87.787	77.64	64.421
1993-04-11	30.339	5.522	30.024	77.64	62.7	65.885
1993-04-12	32.464	8.033	32.219	62.7	72.0	72.717
1993-04-13	29.414	9.979	30.297	72.0	52.73	69.69
1993-04-14	25.2	10.339	23.07	52.73	38.61	58.609
1993-04-15	22.575	9.681	20.159	38.61	32.41	52.416
1993-04-16	20.275	7.56	16.778	32.41	29.05	44.613
1993-04-17	15.0	5.722	13.605	29.05	34.01	34.326
1993-04-18	13.075	5.082	16.3	34.01	66.89	34.456
1993-04-19	15.725	5.109	21.942	66.89	52.91	42.776
1993-04-20	17.025	5.111	23.913	52.91	40.0	46.05
1993-04-21	18.125	5.158	25.751	40.0	37.47	49.034
1993-04-22	18.725	5.041	22.34	37.47	30.47	46.106
1993-04-23	15.5	4.588	16.79	30.47	36.89	36.878
1993-04-24	14.75	4.405	16.182	36.89	90.87	35.337
1993-04-25	21.4	6.144	18.645	90.87	85.787	46.189
1993-04-26	26.746	9.776	24.283	85.787	73.96	60.805
1993-04-27	29.671	11.682	26.24	73.96	48.21	67.593
1993-04-28	30.096	12.573	25.975	48.21	37.13	68.643
1993-04-29	22.921	11.223	22.127	37.13	31.33	56.271
1993-04-30	17.1	7.826	15.58	31.33	29.42	40.506
1993-05-01	13.8	6.081	13.202	29.42	25.83	33.082
1993-05-02	12.025	5.211	11.548	25.83	22.82	28.784
1993-05-03	10.808	4.57	10.598	22.82	21.51	25.976
1993-05-04	9.908	4.136	10.033	21.51	19.93	24.076
1993-05-05	9.188	3.794	8.835	19.93	19.06	21.817
1993-05-06	8.648	3.491	8.271	19.06	18.14	20.409
1993-05-07	8.225	3.314	7.744	18.14	17.15	19.284
1993-05-08	7.87	3.171	7.252	17.15	16.21	18.292
1993-05-09	7.582	3.071	6.876	16.21	21.44	17.529
1993-05-10	7.545	3.847	7.203	21.44	24.91	18.594
1993-05-11	7.775	4.314	8.232	24.91	21.98	20.321
1993-05-12	8.03	4.517	8.747	21.98	19.51	21.294
1993-05-13	8.225	4.643	9.723	19.51	25.694	22.591
1993-05-14	8.793	4.907	10.899	25.694	41.156	24.599
1993-05-15	10.55	7.362	12.669	41.156	61.255	30.581
1993-05-16	14.169	11.109	16.392	61.255	81.354	41.669
1993-05-17	19.697	14.572	21.039	81.354	96.816	55.307
1993-05-18	26.053	16.245	25.867	96.816	103.0	68.166
1993-05-19	31.581	15.329	29.869	103.0	67.18	76.779
1993-05-20	32.237	12.905	31.327	67.18	92.33	76.47
1993-05-21	35.247	11.843	35.113	92.33	74.03	82.203
1993-05-22	33.225	10.626	33.543	74.03	51.53	77.394
1993-05-23	28.675	9.498	29.928	51.53	41.04	68.101
1993-05-24	26.35	8.581	26.523	41.04	34.74	61.454
1993-05-25	19.35	6.488	18.947	34.74	31.28	44.785
1993-05-26	15.725	5.242	15.478	31.28	29.67	36.444
1993-05-27	13.95	4.614	13.582	29.67	29.22	32.146
1993-05-28	12.95	4.224	12.684	29.22	27.6	29.857
1993-05-29	12.3	4.004	12.238	27.6	28.03	28.542
1993-05-30	11.9	3.951	13.234	28.03	36.863	29.085
1993-05-31	14.213	5.324	18.732	36.863	52.515	38.269
1993-06-01	19.188	8.017	27.755	52.515	60.87	54.959
1993-06-02	20.662	9.136	31.907	60.87	44.06	61.706
1993-06-03	21.438	9.593	33.102	44.06	35.14	64.133
1993-06-04	19.125	8.382	28.548	35.14	28.75	56.055
1993-06-05	13.8	5.727	19.629	28.75	24.44	39.157
1993-06-06	11.855	4.536	15.174	24.44	21.47	31.566
1993-06-07	10.41	3.857	12.207	21.47	19.92	26.474
1993-06-08	9.328	3.415	10.379	19.92	18.9	23.122
1993-06-09	8.59	3.153	9.202	18.9	18.55	20.945
1993-06-10	8.11	3.036	8.474	18.55	19.22	19.62
1993-06-11	8.0	3.021	8.234	19.22	20.78	19.255
1993-06-12	8.057	3.114	8.45	20.78	20.21	19.621
1993-06-13	8.1	3.166	8.676	20.21	21.15	19.942
1993-06-14	8.388	3.475	9.02	21.15	22.53	20.883
1993-06-15	8.595	3.651	9.286	22.53	20.07	21.532
1993-06-16	8.56	3.608	8.986	20.07	18.18	21.154
1993-06-17	8.442	3.558	8.721	18.18	18.48	20.721
1993-06-18	8.115	3.336	9.28	18.48	28.35	20.731
1993-06-19	8.562	3.232	10.857	28.35	24.66	22.652
1993-06-20	8.652	3.146	11.902	24.66	19.59	23.7
1993-06-21	8.598	3.068	12.262	19.59	16.59	23.928
1993-06-22	8.378	2.858	11.33	16.59	16.35	22.565
1993-06-23	7.308	2.762	9.29	16.35	15.8	19.359
1993-06-24	6.748	2.73	7.873	15.8	14.38	17.35
1993-06-25	6.475	2.686	7.136	14.38	14.31	16.297
1993-06-26	6.41	2.695	6.703	14.31	13.53	15.808
1993-06-27	6.23	2.546	6.153	13.53	12.83	14.929
1993-06-28	6.035	2.447	5.749	12.83	12.16	14.23
1993-06-29	5.8	2.396	5.379	12.16	11.7	13.575
1993-06-30	5.495	2.308	5.064	11.7	11.16	12.867
1993-07-01	5.272	2.257	4.887	11.16	11.6	12.416
1993-07-02	5.158	2.222	4.874	11.6	11.34	12.253
1993-07-03	5.055	2.196	4.797	11.34	10.95	12.048
1993-07-04	4.958	2.184	4.748	10.95	10.5	11.89
1993-07-05	4.865	2.166	4.654	10.5	10.2	11.686
1993-07-06	4.722	2.144	4.49	10.2	9.867	11.356
1993-07-07	4.558	2.116	4.422	9.867	9.656	11.096
1993-07-08	4.385	2.104	4.349	9.656	13.04	10.838
1993-07-09	4.368	2.18	5.519	13.04	14.6	12.066
1993-07-10	4.558	2.202	6.125	14.6	11.95	12.884
1993-07-11	4.625	2.204	6.406	11.95	10.7	13.235
1993-07-12	4.668	2.174	6.563	10.7	10.27	13.404
1993-07-13	4.552	2.064	5.451	10.27	10.58	12.068
1993-07-14	4.318	2.074	4.905	10.58	12.28	11.296
1993-07-15	4.46	2.339	4.871	12.28	17.62	11.67
1993-07-16	5.095	2.654	6.684	17.62	23.8	14.433
1993-07-17	6.362	2.77	8.315	23.8	17.75	17.447
1993-07-18	6.862	2.77	9.226	17.75	46.31	18.858
1993-07-19	7.48	5.302	18.703	46.31	46.49	31.485
1993-07-20	8.828	5.918	20.932	46.49	37.24	35.677
1993-07-21	8.785	6.627	24.041	37.24	24.29	39.453
1993-07-22	8.907	6.89	24.743	24.29	18.73	40.54
1993-07-23	8.415	4.294	18.494	18.73	39.61	31.203
1993-07-24	8.69	3.593	19.06	39.61	25.53	31.343
1993-07-25	8.42	2.934	16.234	25.53	22.36	27.587
1993-07-26	8.35	2.806	17.117	22.36	22.1	28.273
1993-07-27	8.63	2.785	15.848	22.1	23.89	27.262
1993-07-28	6.938	2.729	13.803	23.89	19.53	23.47
1993-07-29	6.445	2.707	13.193	19.53	15.53	22.344
1993-07-30	6.075	2.613	11.466	15.53	13.52	20.154
1993-07-31	5.602	2.486	9.846	13.52	12.49	17.934
1993-08-01	5.08	2.388	7.616	12.49	12.45	15.084
1993-08-02	4.705	2.412	6.592	12.45	12.56	13.708
1993-08-03	4.498	2.417	6.689	12.56	25.11	13.604
1993-08-04	5.738	2.599	9.498	25.11	108.0	17.835
1993-08-05	7.803	4.168	15.031	108.0	83.639	27.002
1993-08-06	10.403	6.924	22.147	83.639	48.75	39.474
1993-08-07	13.256	7.56	24.579	48.75	31.65	45.395
1993-08-08	13.841	7.792	24.205	31.65	33.63	45.838
1993-08-09	14.515	6.66	21.8	33.63	41.23	42.975
1993-08-10	14.85	4.181	17.015	41.23	40.14	36.046
1993-08-11	15.225	4.447	20.914	40.14	67.91	40.586
1993-08-12	19.075	4.886	23.94	67.91	44.83	47.901
1993-08-13	19.225	4.845	23.835	44.83	30.32	47.905
1993-08-14	17.95	4.733	23.056	30.32	31.47	45.74
1993-08-15	16.75	4.585	18.583	31.47	33.0	39.918
1993-08-16	12.9	4.194	14.524	33.0	24.38	31.618
1993-08-17	11.215	4.052	12.239	24.38	20.33	27.506
1993-08-18	10.435	3.983	11.187	20.33	17.9	25.604
1993-08-19	9.095	3.346	9.005	17.9	15.83	21.446
1993-08-20	7.658	3.016	7.524	15.83	14.52	18.198
1993-08-21	6.808	2.865	6.734	14.52	13.99	16.406
1993-08-22	6.19	2.868	6.196	13.99	13.78	15.254
1993-08-23	5.8	2.839	5.85	13.78	13.29	14.489
1993-08-24	5.542	2.787	5.584	13.29	12.84	13.913
1993-08-25	5.378	2.735	5.366	12.84	12.39	13.479
1993-08-26	5.25	2.592	5.2	12.39	12.07	13.042
1993-08-27	5.085	2.512	5.02	12.07	11.58	12.617
1993-08-28	4.918	2.468	4.874	11.58	11.32	12.259
1993-08-29	4.75	2.427	4.757	11.32	10.88	11.934
1993-08-30	4.595	2.388	4.627	10.88	10.58	11.611
1993-08-31	4.46	2.353	4.511	10.58	10.48	11.324
1993-09-01	4.362	2.32	4.394	10.48	10.34	11.077
1993-09-02	4.26	2.297	4.289	10.34	10.25	10.846
1993-09-03	4.195	2.278	4.203	10.25	10.04	10.676
1993-09-04	4.135	2.262	4.134	10.04	9.96	10.531
1993-09-05	4.065	2.248	4.078	9.96	9.954	10.39
1993-09-06	4.025	2.244	4.012	9.954	10.01	10.281
1993-09-07	3.98	2.233	3.928	10.01	11.97	10.14
1993-09-08	4.18	2.807	6.107	11.97	58.26	13.094
1993-09-09	11.635	4.21	13.284	58.26	55.08	29.129
1993-09-10	15.845	5.322	22.155	55.08	61.8	43.322
1993-09-11	19.785	5.902	27.996	61.8	34.91	53.683
1993-09-12	21.625	5.601	28.657	34.91	39.218	55.883
1993-09-13	16.519	4.741	25.875	39.218	49.989	47.135
1993-09-14	15.4	4.835	24.809	49.989	63.99	45.045
1993-09-15	15.512	6.335	30.221	63.99	77.991	52.068
1993-09-16	18.457	9.004	40.104	77.991	88.762	67.565
1993-09-17	21.843	12.073	43.234	88.762	93.07	77.15
1993-09-18	24.788	14.742	40.536	93.07	62.26	80.065
1993-09-19	24.575	15.489	33.11	62.26	49.15	73.174
1993-09-20	22.806	14.53	23.961	49.15	47.41	61.296
1993-09-21	20.2	12.588	19.834	47.41	38.26	52.622
1993-09-22	16.625	9.535	17.532	38.26	32.0	43.692
1993-09-23	14.85	7.383	16.152	32.0	31.0	38.385
1993-09-24	13.4	5.959	14.487	31.0	29.11	33.845
1993-09-25	11.76	4.784	12.669	29.11	25.99	29.213
1993-09-26	10.608	4.368	11.197	25.99	23.38	26.172
1993-09-27	9.71	4.055	9.934	23.38	21.42	23.7
1993-09-28	8.992	3.84	8.991	21.42	20.33	21.824
1993-09-29	8.512	3.956	8.328	20.33	20.44	20.796
1993-09-30	8.228	4.007	7.971	20.44	26.3	20.205
1993-10-01	8.775	4.709	9.047	26.3	82.21	22.531
1993-10-02	15.618	8.397	13.057	82.21	104.4	37.071
1993-10-03	24.712	11.302	19.13	104.4	68.06	55.144
1993-10-04	28.45	13.82	23.426	68.06	69.72	65.696
1993-10-05	32.175	16.236	28.733	69.72	74.218	77.144
1993-10-06	30.564	15.625	32.474	74.218	81.154	78.663
1993-10-07	27.741	15.381	35.111	81.154	87.52	78.233
1993-10-08	31.079	15.457	39.83	87.52	90.31	86.365
1993-10-09	34.079	14.771	38.923	90.31	71.14	87.773
1993-10-10	34.34	13.677	35.278	71.14	59.05	83.294
1993-10-11	31.663	12.382	29.579	59.05	68.72	73.624
1993-10-12	31.05	13.298	25.471	68.72	98.35	69.818
1993-10-13	29.938	14.0	25.826	98.35	74.58	69.764
1993-10-14	30.238	14.115	25.323	74.58	55.06	69.676
1993-10-15	30.213	13.777	24.793	55.06	42.92	68.782
1993-10-16	26.263	10.693	21.614	42.92	36.39	58.569
1993-10-17	21.825	7.966	16.894	36.39	32.49	46.684
1993-10-18	17.45	6.175	14.256	32.49	30.28	37.881
1993-10-19	15.125	5.142	12.622	30.28	29.3	32.889
1993-10-20	13.8	4.865	11.581	29.3	28.16	30.246
1993-10-21	13.225	4.632	10.932	28.16	27.79	28.789
1993-10-22	12.9	4.446	10.508	27.79	26.08	27.854
1993-10-23	12.575	4.268	10.119	26.08	24.67	26.963
1993-10-24	12.125	4.051	9.74	24.67	23.32	25.916
1993-10-25	11.45	3.885	9.314	23.32	22.19	24.65
1993-10-26	10.798	3.764	8.831	22.19	21.05	23.393
1993-10-27	10.238	3.664	8.401	21.05	20.32	22.303
1993-10-28	9.76	3.589	8.02	20.32	19.71	21.368
1993-10-29	9.325	3.518	7.704	19.71	19.23	20.546
1993-10-30	8.96	3.45	7.461	19.23	18.76	19.871
1993-10-31	8.702	3.378	7.288	18.76	18.53	19.368
1993-11-01	8.518	3.333	7.143	18.53	18.36	18.994
1993-11-02	8.358	3.31	7.017	18.36	18.0	18.685
1993-11-03	8.262	3.294	6.929	18.0	17.7	18.486
1993-11-04	8.16	3.29	6.83	17.7	17.8	18.28
1993-11-05	8.072	3.261	6.759	17.8	17.5	18.092
1993-11-06	7.962	3.219	6.687	17.5	17.15	17.868
1993-11-07	7.82	3.192	6.624	17.15	16.48	17.636
1993-11-08	7.685	3.164	6.572	16.48	17.7	17.422
1993-11-09	7.662	3.279	6.508	17.7	24.88	17.45
1993-11-10	8.343	3.499	8.235	24.88	26.69	20.076
1993-11-11	8.972	3.606	9.17	26.69	22.02	21.749
1993-11-12	9.237	3.663	9.672	22.02	26.34	22.572
1993-11-13	9.785	4.009	11.804	26.34	114.9	25.598
1993-11-14	14.387	4.933	19.824	114.9	97.19	39.144
1993-11-15	23.412	6.41	22.41	97.19	52.9	52.232
1993-11-16	27.152	7.179	23.786	52.9	39.39	58.116
1993-11-17	28.802	7.27	22.862	39.39	36.0	58.934
1993-11-18	25.025	6.553	13.942	36.0	31.05	45.52
1993-11-19	16.45	5.316	11.008	31.05	26.0	32.774
1993-11-20	13.25	4.769	9.516	26.0	24.69	27.535
1993-11-21	11.7	4.498	8.634	24.69	24.5	24.833
1993-11-22	10.875	4.301	8.059	24.5	24.41	23.234
1993-11-23	10.425	4.167	7.628	24.41	22.32	22.22
1993-11-24	10.055	4.054	7.251	22.32	21.49	21.359
1993-11-25	9.955	3.895	6.987	21.49	26.25	20.837
1993-11-26	10.93	3.872	7.218	26.25	30.47	22.02
1993-11-27	11.83	3.883	7.705	30.47	29.9	23.417
1993-11-28	13.25	3.954	8.349	29.9	33.5	25.553
1993-11-29	14.275	4.037	8.836	33.5	45.39	27.148
1993-11-30	16.45	5.007	9.292	45.39	58.28	30.749
1993-12-01	20.075	5.808	13.26	58.28	99.25	39.143
1993-12-02	27.85	7.576	20.424	99.25	99.11	55.85
1993-12-03	32.975	8.761	29.387	99.11	113.5	71.123
1993-12-04	35.3	8.647	37.055	113.5	95.15	81.001
1993-12-05	35.725	8.478	39.292	95.15	52.83	83.496
1993-12-06	28.875	7.27	35.872	52.83	80.19	72.017
1993-12-07	30.075	6.7	36.753	80.19	97.34	73.527
1993-12-08	31.6	6.54	39.188	97.34	99.099	77.328
1993-12-09	33.881	6.699	43.822	99.099	100.218	84.402
1993-12-10	39.275	7.071	51.166	100.218	100.812	97.512
1993-12-11	39.6	7.573	52.593	100.812	101.0	99.766
1993-12-12	38.25	8.194	49.28	101.0	101.019	95.725
1993-12-13	36.575	8.915	47.207	101.019	101.031	92.697
1993-12-14	34.503	9.713	46.576	101.031	101.038	90.793
1993-12-15	32.21	10.571	45.802	101.038	101.042	88.583
1993-12-16	31.831	11.466	48.894	101.042	101.044	92.191
1993-12-17	31.595	12.38	50.054	101.044	101.047	94.029
1993-12-18	31.437	13.291	48.955	101.047	101.053	93.684
1993-12-19	31.291	14.181	47.002	101.053	101.062	92.474
1993-12-20	31.091	15.028	44.375	101.062	101.077	90.494
1993-12-21	30.771	15.813	41.622	101.077	101.1	88.205
1993-12-22	29.882	16.515	43.123	101.1	111.4	89.52
1993-12-23	30.821	17.114	44.202	111.4	103.9	92.136
1993-12-24	32.225	17.59	44.664	103.9	88.64	94.479
1993-12-25	32.25	17.924	42.488	88.64	68.55	92.662
1993-12-26	30.875	17.382	35.208	68.55	57.25	83.465
1993-12-27	27.05	15.64	28.502	57.25	52.94	71.192
1993-12-28	23.025	13.158	22.966	52.94	58.701	59.148
1993-12-29	20.931	10.892	22.014	58.701	71.553	53.838
1993-12-30	21.462	9.895	25.405	71.553	84.848	56.763
1993-12-31	23.354	10.532	31.141	84.848	91.94	65.027
1994-01-01	25.654	12.107	34.008	91.94	93.591	71.769
1994-01-02	28.055	13.469	35.85	93.591	94.994	77.374
1994-01-03	30.368	14.325	35.972	94.994	96.146	80.665
1994-01-04	32.524	14.66	35.718	96.146	97.046	82.901
1994-01-05	34.574	14.746	39.184	97.046	97.691	88.504
1994-01-06	36.507	14.813	42.042	97.691	98.08	93.362
1994-01-07	38.166	14.863	41.125	98.08	98.21	94.155
1994-01-08	39.395	14.895	37.37	98.21	86.6	91.66
1994-01-09	39.344	14.062	36.057	86.6	100.1	89.463
1994-01-10	38.799	13.796	34.639	100.1	113.6	87.235
1994-01-11	37.937	13.552	35.631	113.6	113.25	87.121
1994-01-12	36.954	13.424	38.78	113.25	112.118	89.157
1994-01-13	36.755	14.366	40.065	112.118	110.081	91.185
1994-01-14	36.633	14.978	42.642	110.081	107.016	94.252
1994-01-15	36.504	15.765	45.9	107.016	102.8	98.169
1994-01-16	36.288	16.518	44.546	102.8	80.08	97.352
1994-01-17	33.662	16.497	39.988	80.08	75.03	90.147
1994-01-18	32.263	15.794	36.653	75.03	118.3	84.711
1994-01-19	30.67	14.625	36.417	118.3	81.92	81.712
1994-01-20	28.67	13.356	35.715	81.92	71.77	77.74
1994-01-21	28.345	12.531	37.131	71.77	68.35	78.007
1994-01-22	26.47	12.048	35.82	68.35	112.7	74.338
1994-01-23	29.55	12.013	31.477	112.7	100.3	73.039
1994-01-24	30.0	12.259	32.383	100.3	111.6	74.641
1994-01-25	34.5	12.781	33.421	111.6	111.373	80.702
1994-01-26	39.18	13.558	34.943	111.373	110.74	87.681
1994-01-27	38.733	14.306	35.95	110.74	109.774	88.989
1994-01-28	40.883	14.924	36.325	109.774	108.547	92.133
1994-01-29	39.18	15.484	36.602	108.547	107.131	91.265
1994-01-30	37.22	15.95	36.893	107.131	105.6	90.063
1994-01-31	35.517	16.287	37.314	105.6	103.2	89.118
1994-02-01	36.592	16.372	39.178	103.2	102.578	92.142
1994-02-02	37.912	16.538	42.349	102.578	102.1	96.799
1994-02-03	39.292	16.782	42.49	102.1	101.527	98.564
1994-02-04	40.771	17.125	43.872	101.527	100.801	101.768
1994-02-05	39.988	17.638	45.19	100.801	99.39	102.817
1994-02-06	39.422	17.105	42.825	99.39	89.16	99.352
1994-02-07	37.922	16.272	41.945	89.16	70.76	96.138
1994-02-08	34.542	14.708	38.805	70.76	84.77	88.055
1994-02-09	33.15	12.759	38.031	84.77	68.28	83.94
1994-02-10	29.225	11.217	34.941	68.28	56.59	75.383
1994-02-11	25.775	9.669	31.954	56.59	50.53	67.398
1994-02-12	23.75	8.582	28.974	50.53	46.39	61.305
1994-02-13	19.375	7.711	21.574	46.39	41.9	48.66
1994-02-14	17.3	7.202	18.243	41.9	39.99	42.745
1994-02-15	15.85	6.871	15.97	39.99	35.09	38.691
1994-02-16	14.775	6.559	14.343	35.09	36.73	35.677
1994-02-17	14.025	6.188	13.214	36.73	33.65	33.427
1994-02-18	13.575	5.967	12.616	33.65	31.7	32.159
1994-02-19	13.25	5.714	12.211	31.7	30.31	31.175
1994-02-20	12.925	5.484	11.809	30.31	28.78	30.218
1994-02-21	12.575	5.359	11.404	28.78	27.88	29.338
1994-02-22	12.15	5.12	10.878	27.88	31.49	28.148
1994-02-23	11.725	4.941	10.41	31.49	30.35	27.076
1994-02-24	11.45	4.868	10.078	30.35	32.17	26.396
1994-02-25	11.55	5.014	10.135	32.17	86.82	26.699
1994-02-26	19.325	5.542	13.832	86.82	94.509	38.7
1994-02-27	27.127	6.55	18.861	94.509	100.53	52.538
1994-02-28	34.801	8.186	24.785	100.53	105.059	67.772
1994-03-01	42.02	10.323	31.129	105.059	108.273	83.471
1994-03-02	41.457	12.707	34.767	108.273	110.351	88.931
1994-03-03	40.737	14.977	37.97	110.351	111.467	93.683
1994-03-04	39.963	16.771	41.376	111.467	111.8	98.11
1994-03-05	39.243	17.106	45.898	111.8	103.5	102.246
1994-03-06	38.68	16.41	45.428	103.5	116.9	100.518
1994-03-07	39.049	15.086	43.442	116.9	108.8	97.577
1994-03-08	39.173	13.516	40.026	108.8	94.984	92.715
1994-03-09	37.299	12.929	34.578	94.984	77.91	84.806
1994-03-10	33.674	12.322	33.106	77.91	59.87	79.103
1994-03-11	29.424	11.756	32.053	59.87	76.8	73.233
1994-03-12	26.624	11.336	32.961	76.8	76.395	70.922
1994-03-13	27.062	11.722	35.162	76.395	75.17	73.946
1994-03-14	30.087	13.445	38.422	75.17	73.107	81.954
1994-03-15	33.237	15.055	42.242	73.107	70.19	90.534
1994-03-16	31.262	15.476	40.964	70.19	59.56	87.703
1994-03-17	27.625	14.749	37.498	59.56	54.1	79.872
1994-03-18	23.075	12.987	32.946	54.1	58.46	69.008
1994-03-19	18.8	11.15	28.465	58.46	46.14	58.415
1994-03-20	17.825	9.57	25.635	46.14	39.57	53.03
1994-03-21	16.975	8.059	22.993	39.57	46.12	48.026
1994-03-22	17.45	6.744	24.776	46.12	110.0	48.97
1994-03-23	18.712	6.992	28.057	110.0	106.775	53.761
1994-03-24	21.994	9.065	34.529	106.775	98.098	65.589
1994-03-25	26.244	11.733	42.446	98.098	85.47	80.423
1994-03-26	27.719	13.376	42.103	85.47	56.22	83.199
